代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
510230.OF,国泰上证180金融ETF,2011-03-31,0.5764,0.5764,0.5764,0.5764,0.0,0,0
510230.OF,国泰上证180金融ETF,2011-04-01,0.577,0.577,0.577,0.577,0.001,0,0
510230.OF,国泰上证180金融ETF,2011-04-08,0.5775,0.5775,0.5775,0.5775,0.001,0,0
510230.OF,国泰上证180金融ETF,2011-04-15,0.5827,0.5827,0.5827,0.5827,0.009,0,0
510230.OF,国泰上证180金融ETF,2011-04-22,0.5706,0.5706,0.5706,0.5706,-0.0208,0,0
510230.OF,国泰上证180金融ETF,2011-04-29,0.5654,0.5654,0.5654,0.5654,-0.0091,0,0
510230.OF,国泰上证180金融ETF,2011-05-06,0.5461,0.5461,0.5461,0.5461,-0.0342,0,0
510230.OF,国泰上证180金融ETF,2011-05-13,0.5474,0.5474,0.5474,0.5474,0.0024,0,0
510230.OF,国泰上证180金融ETF,2011-05-16,0.5399,0.5399,0.5399,0.5399,-0.0138,0,0
510230.OF,国泰上证180金融ETF,2011-05-20,0.5502,0.5502,0.5502,0.5502,0.0191,0,0
510230.OF,国泰上证180金融ETF,2011-05-23,0.535,0.535,0.535,0.535,-0.0277,0,0
510230.OF,国泰上证180金融ETF,2011-05-24,0.5338,0.5338,0.5338,0.5338,-0.0021,0,0
510230.OF,国泰上证180金融ETF,2011-05-25,0.5256,0.5256,0.5256,0.5256,-0.0153,0,0
510230.OF,国泰上证180金融ETF,2011-05-26,0.5276,0.5276,0.5276,0.5276,0.0037,0,0
510230.OF,国泰上证180金融ETF,2011-05-27,0.5302,0.5302,0.5302,0.5302,0.005,0,0
510230.OF,国泰上证180金融ETF,2011-05-30,0.5329,0.5329,0.5329,0.5329,0.0049,0,0
510230.OF,国泰上证180金融ETF,2011-05-31,0.5389,0.5389,0.5389,0.5389,0.0114,0,0
510230.OF,国泰上证180金融ETF,2011-06-01,0.5343,0.5343,0.5343,0.5343,-0.0085,0,0
510230.OF,国泰上证180金融ETF,2011-06-02,0.518,0.518,0.518,0.518,-0.0306,0,0
510230.OF,国泰上证180金融ETF,2011-06-03,0.5207,0.5207,0.5207,0.5207,0.0054,0,0
510230.OF,国泰上证180金融ETF,2011-06-07,0.5219,0.5219,0.5219,0.5219,0.0022,0,0
510230.OF,国泰上证180金融ETF,2011-06-08,0.5183,0.5183,0.5183,0.5183,-0.0069,0,0
510230.OF,国泰上证180金融ETF,2011-06-09,0.5108,0.5108,0.5108,0.5108,-0.0145,0,0
510230.OF,国泰上证180金融ETF,2011-06-10,0.5139,0.5139,0.5139,0.5139,0.0061,0,0
510230.OF,国泰上证180金融ETF,2011-06-13,0.5132,0.5132,0.5132,0.5132,-0.0013,0,0
510230.OF,国泰上证180金融ETF,2011-06-14,0.5175,0.5175,0.5175,0.5175,0.0083,0,0
510230.OF,国泰上证180金融ETF,2011-06-15,0.5116,0.5116,0.5116,0.5116,-0.0114,0,0
510230.OF,国泰上证180金融ETF,2011-06-16,0.5071,0.5071,0.5071,0.5071,-0.0086,0,0
510230.OF,国泰上证180金融ETF,2011-06-17,0.5044,0.5044,0.5044,0.5044,-0.0055,0,0
510230.OF,国泰上证180金融ETF,2011-06-20,0.5044,0.5044,0.5044,0.5044,0.0,0,0
510230.OF,国泰上证180金融ETF,2011-06-21,0.5081,0.5081,0.5081,0.5081,0.0075,0,0
510230.OF,国泰上证180金融ETF,2011-06-22,0.5088,0.5088,0.5088,0.5088,0.0013,0,0
510230.OF,国泰上证180金融ETF,2011-06-23,0.516,0.516,0.516,0.516,0.0142,0,0
510230.OF,国泰上证180金融ETF,2011-06-24,0.5329,0.5329,0.5329,0.5329,0.0327,0,0
510230.OF,国泰上证180金融ETF,2011-06-27,0.5312,0.5312,0.5312,0.5312,-0.0031,0,0
510230.OF,国泰上证180金融ETF,2011-06-28,0.5288,0.5288,0.5288,0.5288,-0.0046,0,0
510230.OF,国泰上证180金融ETF,2011-06-29,0.5193,0.5193,0.5193,0.5193,-0.018,0,0
510230.OF,国泰上证180金融ETF,2011-06-30,0.5258,0.5258,0.5258,0.5258,0.0126,0,0
510230.OF,国泰上证180金融ETF,2011-07-01,0.5227,0.5227,0.5227,0.5227,-0.0059,0,0
510230.OF,国泰上证180金融ETF,2011-07-04,0.536,0.536,0.536,0.536,0.0254,0,0
510230.OF,国泰上证180金融ETF,2011-07-05,0.5333,0.5333,0.5333,0.5333,-0.0049,0,0
510230.OF,国泰上证180金融ETF,2011-07-06,0.5289,0.5289,0.5289,0.5289,-0.0083,0,0
510230.OF,国泰上证180金融ETF,2011-07-07,0.5273,0.5273,0.5273,0.5273,-0.0031,0,0
510230.OF,国泰上证180金融ETF,2011-07-08,0.5315,0.5315,0.5315,0.5315,0.0081,0,0
510230.OF,国泰上证180金融ETF,2011-07-11,0.5284,0.5284,0.5284,0.5284,-0.0059,0,0
510230.OF,国泰上证180金融ETF,2011-07-12,0.518,0.518,0.518,0.518,-0.0198,0,0
510230.OF,国泰上证180金融ETF,2011-07-13,0.5256,0.5256,0.5256,0.5256,0.0149,0,0
510230.OF,国泰上证180金融ETF,2011-07-14,0.5258,0.5258,0.5258,0.5258,0.0003,0,0
510230.OF,国泰上证180金融ETF,2011-07-15,0.5278,0.5278,0.5278,0.5278,0.0037,0,0
510230.OF,国泰上证180金融ETF,2011-07-18,0.5248,0.5248,0.5248,0.5248,-0.0056,0,0
510230.OF,国泰上证180金融ETF,2011-07-19,0.5186,0.5186,0.5186,0.5186,-0.0119,0,0
510230.OF,国泰上证180金融ETF,2011-07-20,0.5193,0.5193,0.5193,0.5193,0.0013,0,0
510230.OF,国泰上证180金融ETF,2011-07-21,0.5142,0.5142,0.5142,0.5142,-0.0098,0,0
510230.OF,国泰上证180金融ETF,2011-07-22,0.5148,0.5148,0.5148,0.5148,0.0013,0,0
510230.OF,国泰上证180金融ETF,2011-07-25,0.4998,0.4998,0.4998,0.4998,-0.0293,0,0
510230.OF,国泰上证180金融ETF,2011-07-26,0.5008,0.5008,0.5008,0.5008,0.002,0,0
510230.OF,国泰上证180金融ETF,2011-07-27,0.499,0.499,0.499,0.499,-0.0036,0,0
510230.OF,国泰上证180金融ETF,2011-07-28,0.4908,0.4908,0.4908,0.4908,-0.0164,0,0
510230.OF,国泰上证180金融ETF,2011-07-29,0.5001,0.5001,0.5001,0.5001,0.019,0,0
510230.OF,国泰上证180金融ETF,2011-08-01,0.4988,0.4988,0.4988,0.4988,-0.0026,0,0
510230.OF,国泰上证180金融ETF,2011-08-02,0.4942,0.4942,0.4942,0.4942,-0.0092,0,0
510230.OF,国泰上证180金融ETF,2011-08-03,0.4932,0.4932,0.4932,0.4932,-0.002,0,0
510230.OF,国泰上证180金融ETF,2011-08-04,0.4927,0.4927,0.4927,0.4927,-0.001,0,0
510230.OF,国泰上证180金融ETF,2011-08-05,0.4805,0.4805,0.4805,0.4805,-0.0249,0,0
510230.OF,国泰上证180金融ETF,2011-08-08,0.4661,0.4661,0.4661,0.4661,-0.03,0,0
510230.OF,国泰上证180金融ETF,2011-08-09,0.468,0.468,0.468,0.468,0.0042,0,0
510230.OF,国泰上证180金融ETF,2011-08-10,0.4702,0.4702,0.4702,0.4702,0.0045,0,0
510230.OF,国泰上证180金融ETF,2011-08-11,0.4787,0.4787,0.4787,0.4787,0.0181,0,0
510230.OF,国泰上证180金融ETF,2011-08-12,0.477,0.477,0.477,0.477,-0.0034,0,0
510230.OF,国泰上证180金融ETF,2011-08-15,0.4898,0.4898,0.4898,0.4898,0.0268,0,0
510230.OF,国泰上证180金融ETF,2011-08-16,0.4873,0.4873,0.4873,0.4873,-0.005,0,0
510230.OF,国泰上证180金融ETF,2011-08-17,0.4883,0.4883,0.4883,0.4883,0.002,0,0
510230.OF,国泰上证180金融ETF,2011-08-18,0.4805,0.4805,0.4805,0.4805,-0.0161,0,0
510230.OF,国泰上证180金融ETF,2011-08-19,0.4756,0.4756,0.4756,0.4756,-0.0102,0,0
510230.OF,国泰上证180金融ETF,2011-08-22,0.4731,0.4731,0.4731,0.4731,-0.0052,0,0
510230.OF,国泰上证180金融ETF,2011-08-23,0.4829,0.4829,0.4829,0.4829,0.0208,0,0
510230.OF,国泰上证180金融ETF,2011-08-24,0.4792,0.4792,0.4792,0.4792,-0.0078,0,0
510230.OF,国泰上证180金融ETF,2011-08-25,0.5011,0.5011,0.5011,0.5011,0.0458,0,0
510230.OF,国泰上证180金融ETF,2011-08-26,0.4993,0.4993,0.4993,0.4993,-0.0036,0,0
510230.OF,国泰上证180金融ETF,2011-08-29,0.4855,0.4855,0.4855,0.4855,-0.0275,0,0
510230.OF,国泰上证180金融ETF,2011-08-30,0.4855,0.4855,0.4855,0.4855,0.0,0,0
510230.OF,国泰上证180金融ETF,2011-08-31,0.4883,0.4883,0.4883,0.4883,0.0057,0,0
510230.OF,国泰上证180金融ETF,2011-09-01,0.49,0.49,0.49,0.49,0.0034,0,0
510230.OF,国泰上证180金融ETF,2011-09-02,0.4847,0.4847,0.4847,0.4847,-0.0107,0,0
510230.OF,国泰上证180金融ETF,2011-09-05,0.4769,0.4769,0.4769,0.4769,-0.0162,0,0
510230.OF,国泰上证180金融ETF,2011-09-06,0.476,0.476,0.476,0.476,-0.0017,0,0
510230.OF,国泰上证180金融ETF,2011-09-07,0.4857,0.4857,0.4857,0.4857,0.0203,0,0
510230.OF,国泰上证180金融ETF,2011-09-08,0.4824,0.4824,0.4824,0.4824,-0.0067,0,0
510230.OF,国泰上证180金融ETF,2011-09-09,0.4846,0.4846,0.4846,0.4846,0.0044,0,0
510230.OF,国泰上证180金融ETF,2011-09-13,0.4814,0.4814,0.4814,0.4814,-0.0064,0,0
510230.OF,国泰上证180金融ETF,2011-09-14,0.4824,0.4824,0.4824,0.4824,0.002,0,0
510230.OF,国泰上证180金融ETF,2011-09-15,0.479,0.479,0.479,0.479,-0.0071,0,0
510230.OF,国泰上证180金融ETF,2011-09-16,0.4806,0.4806,0.4806,0.4806,0.0034,0,0
510230.OF,国泰上证180金融ETF,2011-09-19,0.4708,0.4708,0.4708,0.4708,-0.0204,0,0
510230.OF,国泰上证180金融ETF,2011-09-20,0.4751,0.4751,0.4751,0.4751,0.009,0,0
510230.OF,国泰上证180金融ETF,2011-09-21,0.4865,0.4865,0.4865,0.4865,0.0241,0,0
510230.OF,国泰上证180金融ETF,2011-09-22,0.4716,0.4716,0.4716,0.4716,-0.0306,0,0
510230.OF,国泰上证180金融ETF,2011-09-23,0.4698,0.4698,0.4698,0.4698,-0.0038,0,0
510230.OF,国泰上证180金融ETF,2011-09-26,0.4535,0.4535,0.4535,0.4535,-0.0348,0,0
510230.OF,国泰上证180金融ETF,2011-09-27,0.459,0.459,0.459,0.459,0.0123,0,0
510230.OF,国泰上证180金融ETF,2011-09-28,0.4541,0.4541,0.4541,0.4541,-0.0107,0,0
