代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
159939.OF,广发中证全指信息技术ETF,2015-01-08,0.5,0.5,0.5,0.5,0.0,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-01-09,0.4998,0.4998,0.4998,0.4998,-0.0005,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-01-16,0.4998,0.4998,0.4998,0.4998,0.0001,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-01-23,0.4998,0.4998,0.4998,0.4998,-0.0001,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-01-29,0.5006,0.5006,0.5006,0.5006,0.0016,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-01-30,0.4996,0.4996,0.4996,0.4996,-0.0019,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-04,0.5064,0.5064,0.5064,0.5064,0.0136,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-05,0.5106,0.5106,0.5106,0.5106,0.0082,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-06,0.4972,0.4972,0.4972,0.4972,-0.0262,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-09,0.4935,0.4935,0.4935,0.4935,-0.0074,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-10,0.5057,0.5057,0.5057,0.5057,0.0248,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-11,0.5188,0.5188,0.5188,0.5188,0.0258,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-12,0.5211,0.5211,0.5211,0.5211,0.0044,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-13,0.5287,0.5287,0.5287,0.5287,0.0147,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-16,0.5478,0.5478,0.5478,0.5478,0.0361,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-17,0.5491,0.5491,0.5491,0.5491,0.0023,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-25,0.5401,0.5401,0.5401,0.5401,-0.0164,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-26,0.5424,0.5424,0.5424,0.5424,0.0043,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-02-27,0.5512,0.5512,0.5512,0.5512,0.0162,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-02,0.5659,0.5659,0.5659,0.5659,0.0267,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-03,0.5581,0.5581,0.5581,0.5581,-0.0138,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-04,0.5672,0.5672,0.5672,0.5672,0.0163,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-05,0.5675,0.5675,0.5675,0.5675,0.0006,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-06,0.5535,0.5535,0.5535,0.5535,-0.0247,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-09,0.5636,0.5636,0.5636,0.5636,0.0182,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2015-03-10,0.574,0.574,0.574,0.574,0.0185,0.0,0.0
