代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
159928.OF,汇添富中证主要消费ETF,2024-01-02,0.8394,0.8394,0.8394,0.8394,-0.0182,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-03,0.8342,0.8342,0.8342,0.8342,-0.0062,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-04,0.8207,0.8207,0.8207,0.8207,-0.0162,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-05,0.815,0.815,0.815,0.815,-0.0069,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-08,0.8017,0.8017,0.8017,0.8017,-0.0163,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-09,0.8012,0.8012,0.8012,0.8012,-0.0006,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-10,0.8035,0.8035,0.8035,0.8035,0.0029,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-11,0.8088,0.8088,0.8088,0.8088,0.0066,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-12,0.8089,0.8089,0.8089,0.8089,0.0001,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-15,0.8017,0.8017,0.8017,0.8017,-0.0089,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-16,0.8055,0.8055,0.8055,0.8055,0.0047,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-17,0.7841,0.7841,0.7841,0.7841,-0.0266,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-18,0.795,0.795,0.795,0.795,0.0139,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-19,0.7961,0.7961,0.7961,0.7961,0.0014,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-22,0.7799,0.7799,0.7799,0.7799,-0.0203,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-23,0.7788,0.7788,0.7788,0.7788,-0.0014,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-24,0.7822,0.7822,0.7822,0.7822,0.0044,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-25,0.7952,0.7952,0.7952,0.7952,0.0166,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-26,0.7948,0.7948,0.7948,0.7948,-0.0005,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-29,0.7974,0.7974,0.7974,0.7974,0.0033,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-30,0.7787,0.7787,0.7787,0.7787,-0.0235,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-01-31,0.7692,0.7692,0.7692,0.7692,-0.0122,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-01,0.7722,0.7722,0.7722,0.7722,0.0039,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-02,0.77,0.77,0.77,0.77,-0.0028,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-05,0.7797,0.7797,0.7797,0.7797,0.0126,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-06,0.8089,0.8089,0.8089,0.8089,0.0375,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-07,0.8275,0.8275,0.8275,0.8275,0.023,0.0,0.0
159928.OF,汇添富中证主要消费ETF,2024-02-08,0.8256,0.8256,0.8256,0.8256,-0.0023,0.0,0.0
