代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
159766.OF,富国中证旅游主题ETF,2023-12-01,0.7478,0.7478,0.7478,0.7478,-0.0111,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-04,0.7493,0.7493,0.7493,0.7493,0.002,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-05,0.7319,0.7319,0.7319,0.7319,-0.0232,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-06,0.7331,0.7331,0.7331,0.7331,0.0016,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-07,0.7276,0.7276,0.7276,0.7276,-0.0075,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-08,0.7231,0.7231,0.7231,0.7231,-0.0062,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-11,0.7237,0.7237,0.7237,0.7237,0.0008,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-12,0.7297,0.7297,0.7297,0.7297,0.0083,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-13,0.7101,0.7101,0.7101,0.7101,-0.0269,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-14,0.7102,0.7102,0.7102,0.7102,0.0001,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-15,0.7101,0.7101,0.7101,0.7101,-0.0001,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-18,0.693,0.693,0.693,0.693,-0.0241,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-19,0.698,0.698,0.698,0.698,0.0072,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-20,0.6831,0.6831,0.6831,0.6831,-0.0213,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-21,0.6947,0.6947,0.6947,0.6947,0.017,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-22,0.6874,0.6874,0.6874,0.6874,-0.0105,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-25,0.686,0.686,0.686,0.686,-0.002,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-26,0.6776,0.6776,0.6776,0.6776,-0.0122,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-27,0.6753,0.6753,0.6753,0.6753,-0.0034,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-28,0.7009,0.7009,0.7009,0.7009,0.0379,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-29,0.7,0.7,0.7,0.7,-0.0013,0.0,0.0
159766.OF,富国中证旅游主题ETF,2023-12-31,0.7,0.7,0.7,0.7,0.0,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-02,0.6971,0.6971,0.6971,0.6971,-0.0041,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-03,0.7033,0.7033,0.7033,0.7033,0.0089,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-04,0.6976,0.6976,0.6976,0.6976,-0.0081,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-05,0.6898,0.6898,0.6898,0.6898,-0.0112,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-08,0.6812,0.6812,0.6812,0.6812,-0.0125,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-09,0.707,0.707,0.707,0.707,0.0379,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-10,0.7067,0.7067,0.7067,0.7067,-0.0004,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-11,0.7086,0.7086,0.7086,0.7086,0.0027,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-12,0.7037,0.7037,0.7037,0.7037,-0.0069,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-15,0.7222,0.7222,0.7222,0.7222,0.0263,0.0,0.0
159766.OF,富国中证旅游主题ETF,2024-01-16,0.7358,0.7358,0.7358,0.7358,0.0188,0.0,0.0
