代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
515030.OF,华夏中证新能源汽车ETF,2024-01-02,1.164,1.164,1.164,1.164,-0.0236,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-03,1.1586,1.1586,1.1586,1.1586,-0.0046,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-04,1.1387,1.1387,1.1387,1.1387,-0.0172,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-05,1.1317,1.1317,1.1317,1.1317,-0.0061,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-08,1.1118,1.1118,1.1118,1.1118,-0.0176,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-09,1.1209,1.1209,1.1209,1.1209,0.0082,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-10,1.12,1.12,1.12,1.12,-0.0008,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-11,1.158,1.158,1.158,1.158,0.0339,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-12,1.1506,1.1506,1.1506,1.1506,-0.0064,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-15,1.1305,1.1305,1.1305,1.1305,-0.0175,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-16,1.1393,1.1393,1.1393,1.1393,0.0078,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-17,1.0988,1.0988,1.0988,1.0988,-0.0355,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-18,1.1165,1.1165,1.1165,1.1165,0.0161,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-19,1.1082,1.1082,1.1082,1.1082,-0.0074,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-22,1.0662,1.0662,1.0662,1.0662,-0.0379,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-23,1.0733,1.0733,1.0733,1.0733,0.0067,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-24,1.0715,1.0715,1.0715,1.0715,-0.0017,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-25,1.0838,1.0838,1.0838,1.0838,0.0115,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-26,1.0631,1.0631,1.0631,1.0631,-0.0191,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-29,1.0237,1.0237,1.0237,1.0237,-0.0371,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-30,0.9934,0.9934,0.9934,0.9934,-0.0296,0,0
515030.OF,华夏中证新能源汽车ETF,2024-01-31,0.9782,0.9782,0.9782,0.9782,-0.0153,0,0
515030.OF,华夏中证新能源汽车ETF,2024-02-01,0.9752,0.9752,0.9752,0.9752,-0.0031,0,0
515030.OF,华夏中证新能源汽车ETF,2024-02-02,0.9455,0.9455,0.9455,0.9455,-0.0305,0,0
515030.OF,华夏中证新能源汽车ETF,2024-02-05,0.9287,0.9287,0.9287,0.9287,-0.0178,0,0
515030.OF,华夏中证新能源汽车ETF,2024-02-06,0.989,0.989,0.989,0.989,0.0649,0,0
515030.OF,华夏中证新能源汽车ETF,2024-02-07,1.0256,1.0256,1.0256,1.0256,0.037,0,0
