代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
159939.OF,广发中证全指信息技术ETF,2024-01-02,0.5141,0.5141,0.5141,0.5141,-0.0185,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-03,0.5034,0.5034,0.5034,0.5034,-0.0208,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-04,0.4963,0.4963,0.4963,0.4963,-0.0141,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-05,0.4889,0.4889,0.4889,0.4889,-0.0149,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-08,0.4756,0.4756,0.4756,0.4756,-0.0272,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-09,0.4732,0.4732,0.4732,0.4732,-0.005,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-10,0.4666,0.4666,0.4666,0.4666,-0.0139,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-11,0.475,0.475,0.475,0.475,0.018,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-12,0.467,0.467,0.467,0.467,-0.0168,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-15,0.4669,0.4669,0.4669,0.4669,-0.0002,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-16,0.4657,0.4657,0.4657,0.4657,-0.0026,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-17,0.4539,0.4539,0.4539,0.4539,-0.0253,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-18,0.4613,0.4613,0.4613,0.4613,0.0163,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-19,0.4585,0.4585,0.4585,0.4585,-0.0061,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-22,0.4415,0.4415,0.4415,0.4415,-0.0371,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-23,0.4487,0.4487,0.4487,0.4487,0.0163,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-24,0.4504,0.4504,0.4504,0.4504,0.0038,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-25,0.4613,0.4613,0.4613,0.4613,0.0242,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-26,0.45,0.45,0.45,0.45,-0.0245,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-29,0.4377,0.4377,0.4377,0.4377,-0.0273,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-30,0.4245,0.4245,0.4245,0.4245,-0.0302,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-01-31,0.4104,0.4104,0.4104,0.4104,-0.0332,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-01,0.4164,0.4164,0.4164,0.4164,0.0146,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-02,0.4018,0.4018,0.4018,0.4018,-0.0351,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-05,0.3948,0.3948,0.3948,0.3948,-0.0174,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-06,0.4223,0.4223,0.4223,0.4223,0.0697,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-07,0.4347,0.4347,0.4347,0.4347,0.0294,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-08,0.4465,0.4465,0.4465,0.4465,0.0271,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-19,0.4566,0.4566,0.4566,0.4566,0.0226,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-20,0.4544,0.4544,0.4544,0.4544,-0.0048,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-21,0.4545,0.4545,0.4545,0.4545,0.0002,0.0,0.0
159939.OF,广发中证全指信息技术ETF,2024-02-22,0.4635,0.4635,0.4635,0.4635,0.0198,0.0,0.0
