period,industry,S_adjusted
2024-05-16,化工,9.825884696404936
2024-05-16,医药,24.396813535717634
2024-05-16,半导体与信息技术,30.206188782595536
2024-05-16,房地产,13.006075595073593
2024-05-16,旅游,7.6690908687353465
2024-05-16,消费,10.45429354155867
2024-05-16,电动车新能源,34.88040269683489
2024-05-16,金融,14.926324476998012
2024-05-16,高端装备,21.79578384058097
2024-06-01,传统能源,-3.6969328602833746
2024-06-01,化工,-1.3608680981656356
2024-06-01,医药,5.270295124785823
2024-06-01,半导体与信息技术,5.741024613456344
2024-06-01,房地产,4.215261541178843
2024-06-01,旅游,0.9245803449291168
2024-06-01,消费,0.6464720310705782
2024-06-01,电动车新能源,9.033688695328125
2024-06-01,金融,-6.218156434474765
2024-06-01,高端装备,3.752000839216702
2024-06-16,传统能源,-0.4646409688636175
2024-06-16,化工,9.273892664619332
2024-06-16,医药,10.530563430523571
2024-06-16,半导体与信息技术,28.7612216956071
2024-06-16,房地产,14.98878464688981
2024-06-16,旅游,7.655326418948119
2024-06-16,消费,8.310950139874986
2024-06-16,电动车新能源,28.97870738694502
2024-06-16,金融,8.616541992775353
2024-06-16,高端装备,8.950000000000003
2024-07-01,传统能源,8.917813920922836
2024-07-01,化工,1.3140672252158145
2024-07-01,医药,4.511389498368825
2024-07-01,半导体与信息技术,28.882351801992066
2024-07-01,房地产,10.951850524450649
2024-07-01,旅游,12.460398526073371
2024-07-01,消费,7.653949367667096
2024-07-01,电动车新能源,7.523680393708041
2024-07-01,金融,0.7653949367667101
2024-07-01,高端装备,19.75815268948868
2024-07-16,传统能源,12.636239271307923
2024-07-16,化工,21.43505269488465
2024-07-16,医药,25.19348567604083
2024-07-16,半导体与信息技术,40.034216496928096
2024-07-16,房地产,35.282469750135
2024-07-16,旅游,36.172242583612295
2024-07-16,消费,34.15648169741936
2024-07-16,电动车新能源,32.68711309487013
2024-07-16,金融,32.917051261786646
2024-07-16,高端装备,27.09829756694042
2024-08-01,传统能源,-6.641161061359298
2024-08-01,化工,-11.390619484147713
2024-08-01,医药,-1.2297040792866425
2024-08-01,半导体与信息技术,6.763372436076583
2024-08-01,房地产,0.6446199666952377
2024-08-01,旅游,-1.0917030998030892
2024-08-01,消费,-6.726942155930203
2024-08-01,电动车新能源,0.5663601182859135
2024-08-01,金融,-13.202387662843416
2024-08-01,高端装备,6.004367048916944
2024-08-16,传统能源,5.722401704546616
2024-08-16,化工,-19.42736957124174
2024-08-16,医药,1.2434497875801753e-14
2024-08-16,半导体与信息技术,-0.7707051659116626
2024-08-16,房地产,-2.1175946112981796
2024-08-16,旅游,3.2357437636857567
2024-08-16,消费,-8.702486582998727
2024-08-16,电动车新能源,-9.489621211906893
2024-08-16,金融,1.865174681370263e-14
2024-08-16,高端装备,-8.43238568157484
2024-09-01,传统能源,-6.550334866777472
2024-09-01,化工,10.102202231276848
2024-09-01,医药,-23.145420499671427
2024-09-01,半导体与信息技术,7.3879962541330775
2024-09-01,房地产,19.393342644410776
2024-09-01,旅游,7.764408133937707
2024-09-01,消费,-14.870326073962294
2024-09-01,电动车新能源,1.7125638739467322
2024-09-01,金融,-13.327586399087824
2024-09-01,高端装备,4.300968533527075
2024-09-16,传统能源,-13.509965426542575
2024-09-16,化工,0.32609382864867875
2024-09-16,医药,-25.519219916985037
2024-09-16,半导体与信息技术,0.09876096937322476
2024-09-16,房地产,-11.279874101342777
2024-09-16,旅游,11.487042657929736
2024-09-16,消费,-18.711086099560706
2024-09-16,电动车新能源,-11.572544315189173
